	T:ACA>AAA	T:ACC>AAC	T:ACG>AAG	T:ACT>AAT	T:CCA>CAA	T:CCC>CAC	T:CCG>CAG	T:CCT>CAT	T:GCA>GAA	T:GCC>GAC	T:GCG>GAG	T:GCT>GAT	T:TCA>TAA	T:TCC>TAC	T:TCG>TAG	T:TCT>TAT	T:ACA>AGA	T:ACC>AGC	T:ACG>AGG	T:ACT>AGT	T:CCA>CGA	T:CCC>CGC	T:CCG>CGG	T:CCT>CGT	T:GCA>GGA	T:GCC>GGC	T:GCG>GGG	T:GCT>GGT	T:TCA>TGA	T:TCC>TGC	T:TCG>TGG	T:TCT>TGT	T:ACA>ATA	T:ACC>ATC	T:ACG>ATG	T:ACT>ATT	T:CCA>CTA	T:CCC>CTC	T:CCG>CTG	T:CCT>CTT	T:GCA>GTA	T:GCC>GTC	T:GCG>GTG	T:GCT>GTT	T:TCA>TTA	T:TCC>TTC	T:TCG>TTG	T:TCT>TTT	T:ATA>AAA	T:ATC>AAC	T:ATG>AAG	T:ATT>AAT	T:CTA>CAA	T:CTC>CAC	T:CTG>CAG	T:CTT>CAT	T:GTA>GAA	T:GTC>GAC	T:GTG>GAG	T:GTT>GAT	T:TTA>TAA	T:TTC>TAC	T:TTG>TAG	T:TTT>TAT	T:ATA>ACA	T:ATC>ACC	T:ATG>ACG	T:ATT>ACT	T:CTA>CCA	T:CTC>CCC	T:CTG>CCG	T:CTT>CCT	T:GTA>GCA	T:GTC>GCC	T:GTG>GCG	T:GTT>GCT	T:TTA>TCA	T:TTC>TCC	T:TTG>TCG	T:TTT>TCT	T:ATA>AGA	T:ATC>AGC	T:ATG>AGG	T:ATT>AGT	T:CTA>CGA	T:CTC>CGC	T:CTG>CGG	T:CTT>CGT	T:GTA>GGA	T:GTC>GGC	T:GTG>GGG	T:GTT>GGT	T:TTA>TGA	T:TTC>TGC	T:TTG>TGG	T:TTT>TGT	U:ACA>AAA	U:ACC>AAC	U:ACG>AAG	U:ACT>AAT	U:CCA>CAA	U:CCC>CAC	U:CCG>CAG	U:CCT>CAT	U:GCA>GAA	U:GCC>GAC	U:GCG>GAG	U:GCT>GAT	U:TCA>TAA	U:TCC>TAC	U:TCG>TAG	U:TCT>TAT	U:ACA>AGA	U:ACC>AGC	U:ACG>AGG	U:ACT>AGT	U:CCA>CGA	U:CCC>CGC	U:CCG>CGG	U:CCT>CGT	U:GCA>GGA	U:GCC>GGC	U:GCG>GGG	U:GCT>GGT	U:TCA>TGA	U:TCC>TGC	U:TCG>TGG	U:TCT>TGT	U:ACA>ATA	U:ACC>ATC	U:ACG>ATG	U:ACT>ATT	U:CCA>CTA	U:CCC>CTC	U:CCG>CTG	U:CCT>CTT	U:GCA>GTA	U:GCC>GTC	U:GCG>GTG	U:GCT>GTT	U:TCA>TTA	U:TCC>TTC	U:TCG>TTG	U:TCT>TTT	U:ATA>AAA	U:ATC>AAC	U:ATG>AAG	U:ATT>AAT	U:CTA>CAA	U:CTC>CAC	U:CTG>CAG	U:CTT>CAT	U:GTA>GAA	U:GTC>GAC	U:GTG>GAG	U:GTT>GAT	U:TTA>TAA	U:TTC>TAC	U:TTG>TAG	U:TTT>TAT	U:ATA>ACA	U:ATC>ACC	U:ATG>ACG	U:ATT>ACT	U:CTA>CCA	U:CTC>CCC	U:CTG>CCG	U:CTT>CCT	U:GTA>GCA	U:GTC>GCC	U:GTG>GCG	U:GTT>GCT	U:TTA>TCA	U:TTC>TCC	U:TTG>TCG	U:TTT>TCT	U:ATA>AGA	U:ATC>AGC	U:ATG>AGG	U:ATT>AGT	U:CTA>CGA	U:CTC>CGC	U:CTG>CGG	U:CTT>CGT	U:GTA>GGA	U:GTC>GGC	U:GTG>GGG	U:GTT>GGT	U:TTA>TGA	U:TTC>TGC	U:TTG>TGG	U:TTT>TGT
CATD0735a	0	0	0	0	0	0.660629985900808	0.910095183067882	1.988422699577	0	0.73649465899318	0	2.91889073999735	0	0	0.450427372189978	0	0	0	0	0	0	0	0	0	0	0.73649465899318	0	0	0	0	0	0	1.34729281748325	0	0.937928737573417	1.36837426612176	0	0	1.51682530511314	1.988422699577	2.09846378452218	1.47298931798636	4.92799689587583	0.972963579999117	1.34154431915091	0	0.450427372189978	1.26631198112176	6.19620012790432	2.70390302577868	0	0	1.67584083192342	0	0	0	0	2.74592793166346	2.11401048704853	0	0	0	0	1.64656490252896	0	5.40780605155735	2.91852868782644	0	1.67584083192342	2.02406854368564	1.97609518667783	0	4.10073461344431	7.3224744844359	5.28502621762133	1.29964636764908	3.48964660182151	7.32278158512843	5.70778780229391	0	0	1.35195151288934	0	0	0	0	1.97609518667783	0	1.36691153781477	4.57654655277244	4.22802097409707	16.895402779438	0	0	0	3.29312980505791	0	0	0	0	0	0	0.303365061022627	0	0	0	0	0.972963579999117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328533126391722	0	0	0.956564804040747	0	0	0	0	1.87585747514683	0	0	1.32125997180162	0.910095183067882	0	2.09846378452218	0.73649465899318	3.61386439030894	1.94592715999823	0	0	0.900854744379955	1.26631198112176	2.06540004263477	2.70390302577868	0	0	1.67584083192342	0	0	0	0	0	0	1.29964636764908	0	0	0	0	0	4.05585453866801	2.91852868782644	1.83649163837509	1.67584083192342	2.02406854368564	1.97609518667783	0	2.73382307562954	11.8990210372083	6.3420314611456	1.29964636764908	5.23446990273227	2.44092719504281	0	1.64656490252896	0	1.35195151288934	0	0	0	0	2.96414278001675	1.20157396677715	2.73382307562954	0.915309310554487	5.28502621762133	9.09752457354356	0	0	0	0
CATD0575a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794196241821338	0.364699448263081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4672170853849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28777247795349	0	0	0	0	0	0	0	0	0	0	1.52233510110642	0	0	0.563779645470774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0584a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20396146051863	0	0	0.445873556274402	0	0	0	0	0	0	0	0.312356850899365	0	0	0.909465578564148	0.428249282139004	0	0	0	0	0	0	0	0.939398221980384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92740823581721	0	1.38741325753246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445873556274402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0600a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46005334000722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671108247106165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38084372183808	0	0	0	1.03366219663642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71165479641782	0	0	0	0	0	0	1.32742077675739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752234097408236	0	1.98751307012125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993756535060627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68175321864679
CATD0576a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957187624908862	1.01015924143863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01015924143863	0	0	0.936731106982734	0	0	0.433653776606134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67984731982762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21915542189438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451500468608939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30160579829407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0679a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897354678036711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29596745140606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275519173870574	0	0	0	0	0	0	0	0.409082631520376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2414426908074	0	0	0	0	0	1.29596745140606	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58466592295282	0	0	0
CATD0591a	0	1.01305874212625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01699732034981	0	0	0	0	0	0	0.980376894263717	0	0	0	0	0	0	0	0	1.01699732034981	0	0	0.470812515438479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72108404474452	0	0	0	0	0	0	0	1.25595400437862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86060648206941	0	0	0	0	0	0	0.343401660714607	0	0	0	0	0	0	0	0.490188447131858	0	0	0	0	0	0	0.769826445763457	0.686803321429213	0	0	0	0	0	2.15887454781385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03276399596033	0	0	0	0	0	1.82378935654689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35846490091918	0	0	0	0
CATD0686a	0	0	0	0	1.12580374196632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02256206670968	0	0	0	0	0	0	0	0	0	0	0.318829615150742	0	0	0	0	0	0	1.00532733502989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0636244540598	0	0	0	0	1.11088789812886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96196877202748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318829615150742	0	0	0	0	0	0	1.00532733502989	0.473388679779374	1.33086440554772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03841501349217	0	0	0.96196877202748	0	0	0	0	1.49968801798812	0	0	0	0	0	0	0	0	1.26282625992364	0	0	0	0	0	0	1.49968801798812	0
CATD0734a	0	0	0	0	0	0	0	0.866556926215124	0	0	0	0	0	0	0	0	0	0.844753082541609	0	0	0	0	0	0	0	0	0	0.848037320618658	0	0	0	0	0	0	0.408750435213476	0	0	0	0	0.866556926215124	0.914512959078641	0	0	0.848037320618658	0	0	0.392593545840265	0	1.80020748378192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88209142655537	0	0	1.19140327745076	0	0	0	0	0	0	0	0	1.17836408491062	0	0	1.46066676913947	0	0	0	0	0	0	0	0	0	1.24373028292631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19267819484721	0	0	0	0	0	0	0	0.848037320618658	0	0.833744109329934	0	0	1.1743035551529	1.68950616508322	0	0	0.933658327412446	0	0	0	0	0	0	0.848037320618658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27189819817062	0	0	0	0.861184581749308	0	0	0	0	0	0	0	0	0	0	0	0	1.60069038591105	0	0	0	0	0	0	0	0	0	0	0	0
CATD0678a	0	0	0	1.82365688366666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624997210562982	0	0	0	0	0	0	0.981539618150877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624997210562982	0	0	0.880433410048806	0	0	0	0	0.437841979559326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62653368744837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
