	ACA>AAA	ACC>AAC	ACG>AAG	ACT>AAT	CCA>CAA	CCC>CAC	CCG>CAG	CCT>CAT	GCA>GAA	GCC>GAC	GCG>GAG	GCT>GAT	TCA>TAA	TCC>TAC	TCG>TAG	TCT>TAT	ACA>AGA	ACC>AGC	ACG>AGG	ACT>AGT	CCA>CGA	CCC>CGC	CCG>CGG	CCT>CGT	GCA>GGA	GCC>GGC	GCG>GGG	GCT>GGT	TCA>TGA	TCC>TGC	TCG>TGG	TCT>TGT	ACA>ATA	ACC>ATC	ACG>ATG	ACT>ATT	CCA>CTA	CCC>CTC	CCG>CTG	CCT>CTT	GCA>GTA	GCC>GTC	GCG>GTG	GCT>GTT	TCA>TTA	TCC>TTC	TCG>TTG	TCT>TTT	ATA>AAA	ATC>AAC	ATG>AAG	ATT>AAT	CTA>CAA	CTC>CAC	CTG>CAG	CTT>CAT	GTA>GAA	GTC>GAC	GTG>GAG	GTT>GAT	TTA>TAA	TTC>TAC	TTG>TAG	TTT>TAT	ATA>ACA	ATC>ACC	ATG>ACG	ATT>ACT	CTA>CCA	CTC>CCC	CTG>CCG	CTT>CCT	GTA>GCA	GTC>GCC	GTG>GCG	GTT>GCT	TTA>TCA	TTC>TCC	TTG>TCG	TTT>TCT	ATA>AGA	ATC>AGC	ATG>AGG	ATT>AGT	CTA>CGA	CTC>CGC	CTG>CGG	CTT>CGT	GTA>GGA	GTC>GGC	GTG>GGG	GTT>GGT	TTA>TGA	TTC>TGC	TTG>TGG	TTT>TGT
CATD269a	1	0	1	1	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	16	11	4	13	0	4	0	10	13	42	20	15	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0
CATD256a	0	1	0	0	1	0	2	0	0	1	0	0	0	2	0	1	0	1	0	0	0	2	1	1	0	0	1	1	0	0	1	1	0	3	1	3	10	23	8	17	0	4	0	3	16	54	27	40	1	0	0	1	2	2	1	6	1	1	1	1	1	2	0	2	1	0	0	1	1	3	0	4	0	0	2	0	5	3	2	1	0	0	0	2	0	0	2	0	0	0	0	1	1	2	0	1
CATD251a	0	0	0	0	3	0	3	4	0	0	0	0	1	2	1	2	0	1	0	2	1	0	1	1	1	0	1	0	0	3	0	0	0	3	0	2	12	38	17	25	0	1	1	4	10	62	30	41	0	1	0	0	1	1	2	4	0	0	0	0	3	2	1	5	1	0	0	0	0	1	2	3	0	0	1	0	2	4	5	3	0	1	1	0	1	0	0	4	1	0	2	0	3	4	1	7
CATD0132a	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	6	2	1	23	31	19	33	0	5	0	4	30	75	42	34	0	0	1	2	0	1	1	3	0	0	0	2	1	2	3	6	0	0	0	0	0	2	2	1	0	1	1	4	0	5	2	5	0	0	0	0	0	0	2	6	0	2	4	0	0	5	0	3
CATD0119a	0	0	0	0	2	2	4	5	2	0	0	0	1	1	1	6	0	0	0	0	0	0	0	1	1	0	0	1	0	2	2	1	1	4	1	4	33	63	32	53	1	13	1	3	26	129	43	58	2	0	1	2	3	0	4	5	0	1	1	4	8	6	3	10	1	1	1	0	0	4	2	3	0	0	0	3	3	1	2	4	1	2	0	0	1	3	0	2	1	1	1	0	0	3	3	2
CATD262a	0	2	2	1	3	3	2	2	1	0	0	0	1	4	1	1	0	1	0	0	0	0	2	3	0	0	1	1	1	1	0	1	0	3	1	2	11	35	17	21	0	4	0	4	10	64	28	25	5	0	1	0	0	0	3	1	1	0	0	1	1	8	0	14	0	0	0	1	0	4	0	2	0	0	0	0	0	3	1	1	2	0	0	0	1	1	2	2	0	0	0	0	5	4	2	1
CATD248a	0	0	0	1	4	4	4	4	0	0	0	0	2	2	2	0	0	0	1	0	0	1	1	2	0	2	0	1	2	2	0	0	0	5	1	3	28	53	28	27	0	6	1	8	30	81	27	55	1	1	0	0	0	2	0	1	1	0	0	0	6	7	2	8	0	0	0	0	0	1	4	6	0	0	0	2	2	6	4	3	2	0	1	1	0	0	0	2	0	0	1	1	2	4	1	6
CATD0122a	1	3	0	1	3	3	2	6	0	1	0	0	0	7	2	5	0	1	0	0	1	0	1	0	0	1	2	0	1	2	1	0	1	8	2	2	40	72	21	48	0	7	2	4	35	107	65	61	1	0	0	2	2	5	1	5	1	0	2	1	4	7	1	17	0	0	1	0	0	2	3	5	0	0	0	4	3	3	5	2	0	1	0	1	2	4	1	0	1	0	0	2	2	3	2	5
CATD252a	0	0	0	0	2	2	2	5	1	1	0	1	1	5	2	0	0	1	1	0	1	1	2	1	0	0	1	1	0	1	0	0	1	6	0	4	27	43	30	45	0	10	1	6	24	110	32	54	0	2	0	1	0	1	1	3	0	0	0	0	2	4	2	8	2	1	0	1	0	1	2	2	0	0	0	0	4	2	0	3	2	1	1	1	1	1	1	2	0	1	0	2	2	3	0	0
CATD268a	2	1	0	0	1	2	2	6	0	0	0	0	0	6	1	6	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	9	0	3	36	77	43	72	0	3	0	13	36	115	75	97	2	0	1	3	1	2	1	3	0	0	0	4	3	6	0	22	0	0	0	0	4	3	2	5	0	0	0	0	4	5	2	6	1	0	0	0	0	2	0	5	0	2	0	0	2	9	2	5
