	T:ACA>AAA	T:ACC>AAC	T:ACG>AAG	T:ACT>AAT	T:CCA>CAA	T:CCC>CAC	T:CCG>CAG	T:CCT>CAT	T:GCA>GAA	T:GCC>GAC	T:GCG>GAG	T:GCT>GAT	T:TCA>TAA	T:TCC>TAC	T:TCG>TAG	T:TCT>TAT	T:ACA>AGA	T:ACC>AGC	T:ACG>AGG	T:ACT>AGT	T:CCA>CGA	T:CCC>CGC	T:CCG>CGG	T:CCT>CGT	T:GCA>GGA	T:GCC>GGC	T:GCG>GGG	T:GCT>GGT	T:TCA>TGA	T:TCC>TGC	T:TCG>TGG	T:TCT>TGT	T:ACA>ATA	T:ACC>ATC	T:ACG>ATG	T:ACT>ATT	T:CCA>CTA	T:CCC>CTC	T:CCG>CTG	T:CCT>CTT	T:GCA>GTA	T:GCC>GTC	T:GCG>GTG	T:GCT>GTT	T:TCA>TTA	T:TCC>TTC	T:TCG>TTG	T:TCT>TTT	T:ATA>AAA	T:ATC>AAC	T:ATG>AAG	T:ATT>AAT	T:CTA>CAA	T:CTC>CAC	T:CTG>CAG	T:CTT>CAT	T:GTA>GAA	T:GTC>GAC	T:GTG>GAG	T:GTT>GAT	T:TTA>TAA	T:TTC>TAC	T:TTG>TAG	T:TTT>TAT	T:ATA>ACA	T:ATC>ACC	T:ATG>ACG	T:ATT>ACT	T:CTA>CCA	T:CTC>CCC	T:CTG>CCG	T:CTT>CCT	T:GTA>GCA	T:GTC>GCC	T:GTG>GCG	T:GTT>GCT	T:TTA>TCA	T:TTC>TCC	T:TTG>TCG	T:TTT>TCT	T:ATA>AGA	T:ATC>AGC	T:ATG>AGG	T:ATT>AGT	T:CTA>CGA	T:CTC>CGC	T:CTG>CGG	T:CTT>CGT	T:GTA>GGA	T:GTC>GGC	T:GTG>GGG	T:GTT>GGT	T:TTA>TGA	T:TTC>TGC	T:TTG>TGG	T:TTT>TGT	U:ACA>AAA	U:ACC>AAC	U:ACG>AAG	U:ACT>AAT	U:CCA>CAA	U:CCC>CAC	U:CCG>CAG	U:CCT>CAT	U:GCA>GAA	U:GCC>GAC	U:GCG>GAG	U:GCT>GAT	U:TCA>TAA	U:TCC>TAC	U:TCG>TAG	U:TCT>TAT	U:ACA>AGA	U:ACC>AGC	U:ACG>AGG	U:ACT>AGT	U:CCA>CGA	U:CCC>CGC	U:CCG>CGG	U:CCT>CGT	U:GCA>GGA	U:GCC>GGC	U:GCG>GGG	U:GCT>GGT	U:TCA>TGA	U:TCC>TGC	U:TCG>TGG	U:TCT>TGT	U:ACA>ATA	U:ACC>ATC	U:ACG>ATG	U:ACT>ATT	U:CCA>CTA	U:CCC>CTC	U:CCG>CTG	U:CCT>CTT	U:GCA>GTA	U:GCC>GTC	U:GCG>GTG	U:GCT>GTT	U:TCA>TTA	U:TCC>TTC	U:TCG>TTG	U:TCT>TTT	U:ATA>AAA	U:ATC>AAC	U:ATG>AAG	U:ATT>AAT	U:CTA>CAA	U:CTC>CAC	U:CTG>CAG	U:CTT>CAT	U:GTA>GAA	U:GTC>GAC	U:GTG>GAG	U:GTT>GAT	U:TTA>TAA	U:TTC>TAC	U:TTG>TAG	U:TTT>TAT	U:ATA>ACA	U:ATC>ACC	U:ATG>ACG	U:ATT>ACT	U:CTA>CCA	U:CTC>CCC	U:CTG>CCG	U:CTT>CCT	U:GTA>GCA	U:GTC>GCC	U:GTG>GCG	U:GTT>GCT	U:TTA>TCA	U:TTC>TCC	U:TTG>TCG	U:TTT>TCT	U:ATA>AGA	U:ATC>AGC	U:ATG>AGG	U:ATT>AGT	U:CTA>CGA	U:CTC>CGC	U:CTG>CGG	U:CTT>CGT	U:GTA>GGA	U:GTC>GGC	U:GTG>GGG	U:GTT>GGT	U:TTA>TGA	U:TTC>TGC	U:TTG>TGG	U:TTT>TGT
CATD269a	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	1	5	0	2	0	5	4	9	7	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	13	10	3	8	0	2	0	5	9	33	13	11	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0
CATD256a	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	7	2	9	0	4	0	0	5	16	9	18	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	2	0	3	0	0	1	0	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	3	0	2	7	16	6	8	0	0	0	3	11	38	18	22	0	0	0	0	2	1	1	5	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2	3	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0
CATD251a	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	1	0	0	1	0	0	2	0	0	0	2	0	0	3	12	5	12	0	0	0	1	3	16	8	25	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	0	0	1	0	1	2	2	2	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	1	0	3	2	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	9	26	12	13	0	1	1	3	7	46	22	16	0	1	0	0	0	1	0	2	0	0	0	0	2	2	1	3	0	0	0	0	0	1	2	0	0	0	0	0	1	2	3	1	0	1	1	0	0	0	0	1	1	0	2	0	3	3	1	4
CATD0132a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	6	8	5	12	0	2	0	2	13	24	19	15	0	0	0	0	0	0	0	3	0	0	0	2	0	1	3	3	0	0	0	0	0	1	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	3	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	1	1	17	23	14	21	0	3	0	2	17	51	23	19	0	0	1	2	0	1	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	1	0	0	1	4	0	2	2	4	0	0	0	0	0	0	1	5	0	2	3	0	0	2	0	2
CATD0119a	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	3	11	12	4	18	1	3	1	2	6	36	12	24	2	0	1	1	1	0	2	2	0	0	0	2	4	1	1	4	0	0	0	0	0	2	1	2	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	3	5	1	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	3	1	1	22	51	28	35	0	10	0	1	20	93	31	34	0	0	0	1	2	0	2	3	0	1	1	2	4	5	2	6	1	1	1	0	0	2	1	1	0	0	0	1	3	0	2	3	0	1	0	0	1	3	0	2	1	0	1	0	0	3	1	1
CATD262a	0	1	2	1	2	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	2	0	1	4	9	5	7	0	2	0	3	4	21	12	10	4	0	0	0	0	0	2	0	1	0	0	1	0	5	0	9	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	1	1	0	0	0	0	1	2	1	0	0	0	0	1	4	1	1	0	1	0	0	1	2	1	2	1	0	0	0	0	3	1	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	1	1	1	7	26	12	14	0	2	0	1	6	43	16	15	1	0	1	0	0	0	1	1	0	0	0	0	1	3	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	4	0	1	0
CATD248a	0	0	0	0	1	0	3	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	1	9	17	14	12	0	2	0	5	15	24	11	23	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	2	3	2	0	0	0	1	0	0	0	2	0	0	1	0	1	2	0	1	0	0	0	1	3	4	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	4	1	2	19	36	14	15	0	4	1	3	15	57	16	32	1	1	0	0	0	1	0	1	1	0	0	0	2	5	2	5	0	0	0	0	0	1	3	3	0	0	0	2	2	4	1	1	2	0	1	0	0	0	0	0	0	0	0	1	1	2	1	5
CATD0122a	1	2	0	0	0	0	0	3	0	1	0	0	0	4	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	4	0	0	11	12	7	22	0	2	0	2	11	42	31	24	0	0	0	1	0	1	1	1	0	0	2	0	1	4	1	8	0	0	0	0	0	0	0	2	0	0	0	1	0	1	2	0	0	1	0	1	2	0	0	0	1	0	0	0	0	1	0	2	0	1	0	1	3	3	2	3	0	0	0	0	0	3	1	3	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	4	2	2	29	60	14	26	0	5	2	2	24	65	34	37	1	0	0	1	2	4	0	4	1	0	0	1	3	3	0	9	0	0	1	0	0	2	3	3	0	0	0	3	3	2	3	2	0	0	0	0	0	4	1	0	0	0	0	2	2	2	2	3
CATD252a	0	0	0	0	1	0	0	3	1	1	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	0	0	0	1	0	2	9	11	7	26	0	5	1	3	14	35	11	26	0	1	0	1	0	1	0	2	0	0	0	0	2	3	0	4	2	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	1	2	2	2	0	0	0	1	1	3	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	5	0	2	18	32	23	19	0	5	0	3	10	75	21	28	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2	4	0	1	0	1	0	0	1	2	0	0	0	0	2	1	0	2	1	1	0	1	1	1	0	1	0	0	0	2	1	1	0	0
CATD268a	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	2	14	17	10	29	0	1	0	6	14	33	24	39	1	0	1	0	0	0	0	1	0	0	0	2	2	3	0	8	0	0	0	0	3	2	0	3	0	0	0	0	1	2	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	3	1	4	1	0	0	0	1	2	2	6	0	0	0	0	0	2	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	1	22	60	33	43	0	2	0	7	22	82	51	58	1	0	0	3	1	2	1	2	0	0	0	2	1	3	0	14	0	0	0	0	1	1	2	2	0	0	0	0	3	3	2	3	0	0	0	0	0	2	0	2	0	2	0	0	2	6	1	1
