Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
RB1		13	13	398	3.3%	Yes
MDC1		5	5	398	1.3%	Yes
ERRFI1		1	1	377	0.3%	Yes
SMARCB1		3	2	398	0.5%	Yes
ARAF		1	1	398	0.3%	Yes
KEAP1		1	1	398	0.3%	Yes
IKZF1		1	1	398	0.3%	Yes
CRKL		1	1	398	0.3%	Yes
RPS6KA4		1	1	398	0.3%	Yes
SOX17		3	2	398	0.5%	Yes
PPP2R1A		1	1	398	0.3%	Yes
CHEK1		1	1	398	0.3%	Yes
AKT3		4	4	398	1.0%	Yes
KDR		3	3	398	0.8%	Yes
AKT1		1	1	398	0.3%	Yes
SOX9		3	3	398	0.8%	Yes
B2M		3	3	398	0.8%	Yes
EPHB1		5	5	398	1.3%	Yes
EPHA5		3	3	398	0.8%	Yes
DAXX		1	1	398	0.3%	Yes
EPHA7		1	1	377	0.3%	Yes
MEF2B		3	3	398	0.8%	Yes
HLA-A		5	5	377	1.3%	Yes
HNF1A		1	1	398	0.3%	Yes
DICER1		1	1	398	0.3%	Yes
RUNX1		1	1	398	0.3%	Yes
NUP93		3	3	377	0.8%	Yes
AR		6	5	398	1.3%	Yes
INPP4B		2	2	398	0.5%	Yes
PRKAR1A		2	2	398	0.5%	Yes
BTK		1	1	398	0.3%	Yes
TP53		272	271	398	68.1%	Yes
EPHA3		6	6	398	1.5%	Yes
PIK3R2		1	1	398	0.3%	Yes
PIK3R1		1	1	398	0.3%	Yes
GATA2		1	1	398	0.3%	Yes
GATA1		2	2	398	0.5%	Yes
GRIN2A		6	6	398	1.5%	Yes
BRIP1		2	2	398	0.5%	Yes
TERT		3	3	398	0.8%	Yes
RAD21		1	1	377	0.3%	Yes
PLCG2		5	5	377	1.3%	Yes
NKX2-1		4	4	398	1.0%	Yes
H3C2		2	2	398	0.5%	Yes
RBM10		8	8	398	2.0%	Yes
BARD1		3	3	398	0.8%	Yes
STAT5B		1	1	377	0.3%	Yes
ZRSR2		1	1	377	0.3%	Yes
CREBBP		2	2	398	0.5%	Yes
INSR		4	3	398	0.8%	Yes
XRCC2		1	1	377	0.3%	Yes
PLK2		2	2	398	0.5%	Yes
BRAF		3	3	398	0.8%	Yes
IGF1		1	1	398	0.3%	Yes
H1-2		1	1	398	0.3%	Yes
SMARCA4		10	10	398	2.5%	Yes
STAG2		1	1	398	0.3%	Yes
FAT1		1	1	398	0.3%	Yes
REL		3	2	398	0.5%	Yes
ATM		12	12	398	3.0%	Yes
CALR		1	1	377	0.3%	Yes
CDK12		2	2	398	0.5%	Yes
BAP1		2	2	398	0.5%	Yes
ATR		1	1	398	0.3%	Yes
RET		3	3	398	0.8%	Yes
PTPRT		14	14	398	3.5%	Yes
SETD2		8	8	398	2.0%	Yes
PTPRS		5	5	398	1.3%	Yes
BRCA1		4	4	398	1.0%	Yes
BRCA2		15	14	398	3.5%	Yes
GLI1		6	6	377	1.6%	Yes
BBC3		2	2	398	0.5%	Yes
MED12		4	4	398	1.0%	Yes
RPTOR		3	3	398	0.8%	Yes
XPO1		1	1	398	0.3%	Yes
JAK2		2	2	398	0.5%	Yes
CIC		5	5	398	1.3%	Yes
JAK3		7	7	398	1.8%	Yes
IKBKE		1	1	398	0.3%	Yes
PBRM1		8	8	398	2.0%	Yes
PARP1		2	2	398	0.5%	Yes
SYK		2	2	398	0.5%	Yes
NCOA3		1	1	377	0.3%	Yes
MST1		1	1	377	0.3%	Yes
TET1		1	1	398	0.3%	Yes
PAX5		1	1	398	0.3%	Yes
RHOA		1	1	398	0.3%	Yes
NCOR1		3	3	398	0.8%	Yes
RARA		4	4	398	1.0%	Yes
DDR2		3	3	398	0.8%	Yes
PRKN		1	1	398	0.3%	Yes
AMER1		3	3	398	0.8%	Yes
FH		1	1	398	0.3%	Yes
DOT1L		1	1	398	0.3%	Yes
XIAP		1	1	398	0.3%	Yes
TMPRSS2		1	1	398	0.3%	Yes
CXCR4		1	1	377	0.3%	Yes
ALOX12B		2	2	398	0.5%	Yes
EGFR		4	4	398	1.0%	Yes
RECQL4		7	5	398	1.3%	Yes
NRAS		2	2	398	0.5%	Yes
H3C13		1	1	377	0.3%	Yes
NSD1		3	3	398	0.8%	Yes
SPOP		2	2	398	0.5%	Yes
RICTOR		3	3	398	0.8%	Yes
SF3B1		5	5	398	1.3%	Yes
PAK5		1	1	398	0.3%	Yes
BRD4		1	1	398	0.3%	Yes
SUZ12		3	3	398	0.8%	Yes
MAP3K1		1	1	398	0.3%	Yes
H2BC5		1	1	398	0.3%	Yes
CDKN2A		68	64	398	16.1%	Yes
MLH1		3	3	398	0.8%	Yes
RYBP		1	1	398	0.3%	Yes
AXL		2	2	398	0.5%	Yes
WT1		1	1	398	0.3%	Yes
CTNNB1		9	8	398	2.0%	Yes
