	T:ACA>AAA	T:ACC>AAC	T:ACG>AAG	T:ACT>AAT	T:CCA>CAA	T:CCC>CAC	T:CCG>CAG	T:CCT>CAT	T:GCA>GAA	T:GCC>GAC	T:GCG>GAG	T:GCT>GAT	T:TCA>TAA	T:TCC>TAC	T:TCG>TAG	T:TCT>TAT	T:ACA>AGA	T:ACC>AGC	T:ACG>AGG	T:ACT>AGT	T:CCA>CGA	T:CCC>CGC	T:CCG>CGG	T:CCT>CGT	T:GCA>GGA	T:GCC>GGC	T:GCG>GGG	T:GCT>GGT	T:TCA>TGA	T:TCC>TGC	T:TCG>TGG	T:TCT>TGT	T:ACA>ATA	T:ACC>ATC	T:ACG>ATG	T:ACT>ATT	T:CCA>CTA	T:CCC>CTC	T:CCG>CTG	T:CCT>CTT	T:GCA>GTA	T:GCC>GTC	T:GCG>GTG	T:GCT>GTT	T:TCA>TTA	T:TCC>TTC	T:TCG>TTG	T:TCT>TTT	T:ATA>AAA	T:ATC>AAC	T:ATG>AAG	T:ATT>AAT	T:CTA>CAA	T:CTC>CAC	T:CTG>CAG	T:CTT>CAT	T:GTA>GAA	T:GTC>GAC	T:GTG>GAG	T:GTT>GAT	T:TTA>TAA	T:TTC>TAC	T:TTG>TAG	T:TTT>TAT	T:ATA>ACA	T:ATC>ACC	T:ATG>ACG	T:ATT>ACT	T:CTA>CCA	T:CTC>CCC	T:CTG>CCG	T:CTT>CCT	T:GTA>GCA	T:GTC>GCC	T:GTG>GCG	T:GTT>GCT	T:TTA>TCA	T:TTC>TCC	T:TTG>TCG	T:TTT>TCT	T:ATA>AGA	T:ATC>AGC	T:ATG>AGG	T:ATT>AGT	T:CTA>CGA	T:CTC>CGC	T:CTG>CGG	T:CTT>CGT	T:GTA>GGA	T:GTC>GGC	T:GTG>GGG	T:GTT>GGT	T:TTA>TGA	T:TTC>TGC	T:TTG>TGG	T:TTT>TGT	U:ACA>AAA	U:ACC>AAC	U:ACG>AAG	U:ACT>AAT	U:CCA>CAA	U:CCC>CAC	U:CCG>CAG	U:CCT>CAT	U:GCA>GAA	U:GCC>GAC	U:GCG>GAG	U:GCT>GAT	U:TCA>TAA	U:TCC>TAC	U:TCG>TAG	U:TCT>TAT	U:ACA>AGA	U:ACC>AGC	U:ACG>AGG	U:ACT>AGT	U:CCA>CGA	U:CCC>CGC	U:CCG>CGG	U:CCT>CGT	U:GCA>GGA	U:GCC>GGC	U:GCG>GGG	U:GCT>GGT	U:TCA>TGA	U:TCC>TGC	U:TCG>TGG	U:TCT>TGT	U:ACA>ATA	U:ACC>ATC	U:ACG>ATG	U:ACT>ATT	U:CCA>CTA	U:CCC>CTC	U:CCG>CTG	U:CCT>CTT	U:GCA>GTA	U:GCC>GTC	U:GCG>GTG	U:GCT>GTT	U:TCA>TTA	U:TCC>TTC	U:TCG>TTG	U:TCT>TTT	U:ATA>AAA	U:ATC>AAC	U:ATG>AAG	U:ATT>AAT	U:CTA>CAA	U:CTC>CAC	U:CTG>CAG	U:CTT>CAT	U:GTA>GAA	U:GTC>GAC	U:GTG>GAG	U:GTT>GAT	U:TTA>TAA	U:TTC>TAC	U:TTG>TAG	U:TTT>TAT	U:ATA>ACA	U:ATC>ACC	U:ATG>ACG	U:ATT>ACT	U:CTA>CCA	U:CTC>CCC	U:CTG>CCG	U:CTT>CCT	U:GTA>GCA	U:GTC>GCC	U:GTG>GCG	U:GTT>GCT	U:TTA>TCA	U:TTC>TCC	U:TTG>TCG	U:TTT>TCT	U:ATA>AGA	U:ATC>AGC	U:ATG>AGG	U:ATT>AGT	U:CTA>CGA	U:CTC>CGC	U:CTG>CGG	U:CTT>CGT	U:GTA>GGA	U:GTC>GGC	U:GTG>GGG	U:GTT>GGT	U:TTA>TGA	U:TTC>TGC	U:TTG>TGG	U:TTT>TGT
CATD309a	54.7855092400866	17.82868955889	20.4318070488428	11.9234469980459	65.3378081405172	34.5387376124792	44.3503372069649	24.0642950209662	69.0772140075899	36.3658879056874	30.2174066927158	16.0140036566067	28.5747291983968	21.3008361285814	13.0827923123638	3.67803949638445	189.140448566966	53.4860686766701	54.9388589535551	41.0696507710469	81.9315371920771	54.3665314270507	75.1899756621391	16.363720614257	111.742552071101	84.1406818210022	49.3020846039047	41.4480094641584	129.885132719986	68.5331249354358	45.3536800161945	18.3901974819223	216.533203187009	95.7119123687781	112.147918690315	381.550303937468	207.421613144499	108.733062854101	165.35920428822	413.905874360619	203.168276492911	112.662946845071	127.231186074593	410.712093781206	161.057564572782	134.287879941057	78.060660797104	396.002252444059	65.9891507818389	14.3982005732865	57.9258273570089	7.11219023581611	87.6155003699345	47.0317214591642	144.447233947757	12.7966889436167	48.9662168213947	14.1788915457019	80.8460211571189	12.5828672628563	27.0287432507817	14.1794862008861	51.1168366360496	11.1591550492109	295.951342900368	128.274877834734	309.408687589877	593.867884690645	311.521779093101	206.743608914243	555.78703922945	571.19766102871	246.154495372417	169.260517826817	368.412248310922	639.209656953098	202.715574380863	211.510669163217	247.294966428456	516.50946227776	73.9878357250921	40.576747070171	158.236406438658	17.7804755895403	76.2579355071652	146.974129559888	232.454820194073	40.7167375478714	92.6387885810171	54.9432047395949	154.528470819303	41.5234619674257	103.047083643605	66.170935604135	158.876654409343	38.259960168723	15.6530026400248	23.4588020511711	14.0752448558695	22.5220665518644	135.861156609647	86.3468440311981	72.2528672378368	72.1928850628986	46.7287035933696	22.8178120192548	35.3066541356995	31.0860070981188	71.4368229959921	38.8971790174095	19.6241884685457	47.8145134529979	36.5236728267244	58.1778290869043	8.62676297617808	43.7193056595016	91.2655097835796	117.04794413118	82.2390358804646	130.909764914056	85.3306761270228	72.0187191857731	25.4462372149186	34.8540079584969	128.586281392786	125.952770151612	44.0454007849581	128.731382373456	399.151567320631	238.341428839898	340.984157637355	325.907551279921	266.536772890681	215.547306951954	204.422746331441	310.910691670883	171.67719363651	155.446344381174	149.814721602833	197.820045169847	237.689792877574	229.678580864704	167.459741598257	261.140804243296	11.9980274148798	10.4714185987538	24.0180259772964	8.89023779477014	73.0129169749454	96.023097979127	139.66421295611	72.1267922276579	18.5277577162034	14.1788915457019	35.8178574746729	10.066293810285	28.7180397039556	31.9038439519937	41.4460837589591	41.4482901827833	573.905644678417	401.840688727177	972.023639551759	474.738698240725	405.627316527475	300.807051832571	592.137998765971	407.167375478714	207.775568674567	249.01678277139	473.819086022102	354.836856812547	307.451954477642	315.493567969715	570.574419748337	304.485516342754	17.9970411223197	35.3410377707941	28.2565011497604	12.4463329126782	61.6553521121761	118.55913117831	146.360442344416	59.3301032840412	39.702337963293	43.4228553587121	58.3319393158959	21.3908743468556	57.4360794079111	98.0747795561286	116.049034525086	58.9841052601146
CATD319a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01985683485312	1.08507682857238	0	0	0	0.862716469207126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80071361203748	0	0	0	0.783601175633072	0	0	0	0	0	1.08882882841304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32610327858214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01985683485312	0	0.780566482753804	0	0	0.862716469207126	0	0	0	0.845025817192716	0	0	0	0	0	0	0	0	0	1.17525596944838	0	1.34968139924651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD310a	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870510777353039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899161326975419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23032789567154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD297a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480163616676907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49411275503472	1.88034854195958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37358148100338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31060966369555	0	0	0	0	0	0	0	0.461183941629864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD312a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5568064120171	0	0	0	0	0	0	1.75571113761199	0.826729512416347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86075293795456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD323a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36732886742158	0	0	0	0	0.42798361213581	0	0	0	0.46349040217559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78649701433786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46349040217559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49120970175357	0	0	0	0	0
CATD314a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11818641677723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568391137110829	0	0	0.902735451104354	0.633663390453549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77702360455403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD329a	0	0	0	0	0	0.751540098233808	0	1.13102600764689	0	0.837844603153568	0	1.10685430588409	0	0	0	0	0	0	0.53349913765349	3.11335589461474	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20513546771249	0	0	0	0	0.345111503606321	0	1.19361799526058	1.67568920630714	0.373742977689431	4.42741722353635	0	1.08819887401195	0	1.44057074458892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3669240517376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20246104703935	0	0	0	0	0	0	0	0	0	1.2186064395929	0	0	0	0	0	0	0	0	1.08819887401195	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21370861176818	0	0	0	0	0	0	0.53349913765349	0	0	0.751540098233808	0	0	1.19361799526058	2.5135338094607	0.373742977689431	3.32056291765227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD311a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12243734495433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877562655045672	0	0	0	0	0
CATD306a	0	0	0	0	0	0	0	0	0	0	0	0	2.05687001059475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01288491680918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930245072596064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
