	ACA>AAA	ACC>AAC	ACG>AAG	ACT>AAT	CCA>CAA	CCC>CAC	CCG>CAG	CCT>CAT	GCA>GAA	GCC>GAC	GCG>GAG	GCT>GAT	TCA>TAA	TCC>TAC	TCG>TAG	TCT>TAT	ACA>AGA	ACC>AGC	ACG>AGG	ACT>AGT	CCA>CGA	CCC>CGC	CCG>CGG	CCT>CGT	GCA>GGA	GCC>GGC	GCG>GGG	GCT>GGT	TCA>TGA	TCC>TGC	TCG>TGG	TCT>TGT	ACA>ATA	ACC>ATC	ACG>ATG	ACT>ATT	CCA>CTA	CCC>CTC	CCG>CTG	CCT>CTT	GCA>GTA	GCC>GTC	GCG>GTG	GCT>GTT	TCA>TTA	TCC>TTC	TCG>TTG	TCT>TTT	ATA>AAA	ATC>AAC	ATG>AAG	ATT>AAT	CTA>CAA	CTC>CAC	CTG>CAG	CTT>CAT	GTA>GAA	GTC>GAC	GTG>GAG	GTT>GAT	TTA>TAA	TTC>TAC	TTG>TAG	TTT>TAT	ATA>ACA	ATC>ACC	ATG>ACG	ATT>ACT	CTA>CCA	CTC>CCC	CTG>CCG	CTT>CCT	GTA>GCA	GTC>GCC	GTG>GCG	GTT>GCT	TTA>TCA	TTC>TCC	TTG>TCG	TTT>TCT	ATA>AGA	ATC>AGC	ATG>AGG	ATT>AGT	CTA>CGA	CTC>CGC	CTG>CGG	CTT>CGT	GTA>GGA	GTC>GGC	GTG>GGG	GTT>GGT	TTA>TGA	TTC>TGC	TTG>TGG	TTT>TGT
CATD0393a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17085741075093	3.41640273079729	0	1.64938653390114	1.13611156892434	3.72335236181448	1.3098020003401	5.51639071231559	0.820244503240442	3.6437788044965	0	3.58236487957153	0.562288162849283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68770012521182	0	0	0	0	0	0	0	0	0	0	0	0	1.78132020578656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0657a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741421982694742	0	0	0	0.479613249948218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479613249948218	0	0	1.16438127640176	0.519403387895845	0	0	0	0.712115413401405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90345143970982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0388a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473819410603957	0	0	0	0	0	0	0	0.319119714489618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42216239188096	0	0	0	0	0	0	0	0	0	0	0	1.28384591644505	1.50105256658042	0
CATD0395a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909767563916824	0	0.673940155574081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837567104691261	0.967228030189911	0	0	0	2.61149714562792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0434a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17519339732908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367843850247605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45696275242332	0	0	0	0	0	0	0	0
CATD0666a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643415972229526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906379914879353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45020411289112	0	0	0	0	0
CATD0391a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499070237727524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50092976227248	0	0	0	0	0	0	0	0	0
CATD0387a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46758720102347	1.53241279897653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATD0381a	0	0	0	1.42156249398067	0	0	0	0	0	0	0	0	0	0	0.467935326189892	0	0	0	0	0	0	0.686308441781232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09809066666655	0	0	0	0	0	0	0	0	0	0	1.05137168908639	1.02645265680075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24827872549452	0	0	0	0	0	0	0	0
CATD0390a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0895389362369	0	0	0	0	0	0	0	0	0	0	0	0	0.448785394221164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46167566954193	0	0	0	0	0	0	0	0	0
